id	labels	source	female translation	male translation	neutral translation	variants	full neutral translation	note
1686685930032	2346140;Positive 4;target_only_gendered_noun+pronoun;1 AGME	A meteorológus beírt valamit a noteszébe.	The weatherwoman wrote down something in her notebook.	The weatherman wrote down something in his notebook.	The meteorologist wrote down something in their notebook.		The meteorologist wrote down something in their notebook.	
1689068291922	2367894;Positive 5;target_only_gendered_pronoun;multi;2 AGMEs	Felolvasta neki a levelet.	She read the letter to her.	He read the letter to him.	They read the letter to them.	She read the letter to him.|He read the letter to her.|They read the letter to him.|She read the letter to them.|He read the letter to them.|They read the letter to her.	They read the letter to them.	
1686686223871	2367911;1 AGME;target_only_gendered_pronoun;Positive 1	Jó osztályzatot kapott matematikából.	She got a good grade in mathematics.	He got a good grade in mathematics.	They got a good grade in mathematics.		They got a good grade in mathematics.	
1686686308880	2367918;Positive 1;target_only_gendered_pronoun;1 AGME	Ő szegényes körülmények között él.	She lives in poor circumstances.	He lives in poor circumstances.	They live in poor circumstances.		They live in poor circumstances.	
1686686392380	2386610;Positive 2;target_only_gendered_pronoun;1 AGME;name	Chuck azt mondja, hogy ahhoz a gazdag családhoz tartozik.	Chuck says she's related to that rich family.	Chuck says he's related to that rich family.	Chuck says they're related to that rich family.		Chuck says they're related to that rich family.	
1686686417181	2395506;Positive 2;target_only_gendered_pronoun;1 AGME;name	Péter a barátjával lakik.	Peter lives with her friend.	Peter lives with his friend.	Peter lives with their friend.		Peter lives with their friend.	
1686686431033	2395509;Positive 1;target_only_gendered_pronoun;1 AGME	Segítségért kiáltott.	She screamed for help.	He screamed for help.	They screamed for help.		They screamed for help.	
1686686472012	2395555;Positive 5;target_only_gendered_pronoun;2 AGMEs;multi	Elfogadta az ajánlatát.	She took up her offer.	He took up his offer.	They took up their offer.	She took up his offer.|He took up her offer.|They took up his offer.|She took up their offer.|He took up their offer.|They took up her offer.	They took up their offer.	
1686686492623	2395565;Negative 1A;source+target_gendered_noun+pronoun;0 AGMEs	Az a nő nem kövér, gyereke lesz.			That woman isn't fat, she is going to have a baby.		That woman isn't fat, they are going to have a baby.	
1686686513031	2395566;Positive 2;target_only_gendered_pronoun;name;1 AGME	Mary kábítószert használt, ezért a rendőrség letartóztatta.	Mary was using drugs, so the police arrested her.	Mary was using drugs, so the police arrested him.	Mary was using drugs, so the police arrested them.		Mary was using drugs, so the police arrested them.	
1686686684686	2395580;Positive 4;target_only_gendered_noun+pronoun;1 AGME	Az elnök ragaszkodik ahhoz, hogy igaza van.	The chairwoman persists in saying that she is right.	The chairman persists in saying that he is right.	The chairperson persists in saying that they are right.		The chairperson persists in saying that they are right.	
1686686723924	2395586;Positive 1;target_only_gendered_pronoun;1 AGME	Reggel óta el van foglalva.	She has been busy since this morning.	He has been busy since this morning.	They have been busy since this morning.		They have been busy since this morning.	
1686686773755	2395588;Negative 1B;source+target_gendered_noun;0 AGMEs	A kislány lefényképezte a koalát.			The little girl took a picture of the koala.		The little girl took a picture of the koala.	
1686686802899	2395592;Positive 1;1 AGME;target_only_gendered_pronoun	Nagyon sokat tanult, hogy tudós váljék belőle.	She studied very hard to become a scientist.	He studied very hard to become a scientist.	They studied very hard to become a scientist.		They studied very hard to become a scientist.	
1686686949432	2395606;Positive 4;target_only_gendered_noun+pronoun;1 AGME	A testvérem épített magának egy új házat.	My sister built a new house for herself.	My brother built a new house for himself.				
1686686965472	2395664;Positive 1;target_only_gendered_pronoun;1 AGME	Nincs mit mondanom neki.	I've got nothing to say to her.	I've got nothing to say to him.	I've got nothing to say to them.		I've got nothing to say to them.	
1686687185261	2395670;Negative 1A;source+target_gendered_noun+pronoun;0 AGMEs	Az egykori szépségkirálynő a válása után magányos volt.			The former beauty queen was lonely after her divorce.		The former beauty queen was lonely after their divorce.	
1686687545025	2395674;Negative 2A;multi;source+target_gendered_noun+pronoun;source+target_gendered_noun;0 AGMEs	Az úriember énekel, a felesége gitározik, mi pedig táncolunk.			The gentleman sings, his wife plays the guitar and we dance.		The gentleman sings, their wife plays the guitar and we dance.	
1686687623000	2395699;Positive 1;target_only_gendered_pronoun;1 AGME	Valami nagyon különlegeset szeretne a születésnapjára.	She wants something very special for her birthday.	He wants something very special for his birthday.	They want something very special for their birthday.		They want something very special for their birthday.	
1686687768476	2395743;Mixed;target_only_gendered_pronoun;source+target_gendered_noun+pronoun;1 AGME;multi	A férje fele annyit keres, mint az ő főnöke.	Her husband earns half as much money as his boss.	His husband earns half as much money as his boss.	Their husband earns half as much money as his boss.		Their husband earns half as much money as their boss.	
1686692285512	2395778;Negative 1A;source+target_gendered_noun+pronoun;0 AGMEs	A szerzetes nem borotválja a lábait.			The monk doesn't shave his legs.		The monk doesn't shave their legs.	
1686692359753	2423620;Mixed;target_only_gendered_pronoun;source+target_gendered_noun+pronoun;multi;1 AGME	Megkérte Lee kisasszony kezét, és ő igent mondott.	She proposed to Miss Lee and she accepted.	He proposed to Miss Lee and she accepted.	They proposed to Miss Lee and she accepted.		They proposed to Miss Lee and they accepted.	
1686995716637	2426615;Positive 2;name;1 AGME;target_only_gendered_pronoun;non-AGME-name	Minden alkalommal, mikor Mary rámosolyog, Tom boldognak érzi magát.	Every time Mary smiles at her, Tom feels happy.	Every time Mary smiles at him, Tom feels happy.	Every time Mary smiles at them, Tom feels happy.		Every time Mary smiles at them, Tom feels happy.	
1686995751262	2446667;Mixed;source+target_gendered_noun+pronoun;target_only_gendered_pronoun;1 AGME;multi	Vett a fiúnak egy pulóvert, de ő utálta a színét.	She bought the boy a sweater, but he hated the color.	He bought the boy a sweater, but he hated the color.	They bought the boy a sweater, but he hated the color.		They bought the boy a sweater, but they hated the color.	
1686692532278	2448988;Positive 1;target_only_gendered_pronoun;1 AGME	Jövő tavasszal egyetemi hallgató lesz.	She will be a college student next spring.	He will be a college student next spring.	They will be a college student next spring.		They will be a college student next spring.	
1686995802302	2465634;Positive 4;target_only_gendered_noun+pronoun;1 AGME	Az angol tejet öntött a teájába és megkeverte.	The Englishwoman put milk into her tea and stirred it.	The Englishman put milk into his tea and stirred it.	The English person put milk into their tea and stirred it.		The English person put milk into their tea and stirred it.	
1686693268320	2465665;Negative 1A;source+target_gendered_noun+pronoun;0 AGMEs	A mester nem vallja be, hogy nincsen igaza.			The master craftsman doesn't admit that he is wrong.		The master craftsman doesn't admit that they are wrong.	
1686693309541	2465666;Positive 1;target_only_gendered_pronoun;1 AGME	Nem ismeri el, hogy nincs igaza.	She doesn't admit that she is wrong.	He doesn't admit that he is wrong.	They don't admit that they are wrong.		They don't admit that they are wrong.	
1686693371870	2468072;Negative 1A;source+target_gendered_noun+pronoun;0 AGMEs	Istennőnek gondolja magát.			She believes herself to be a goddess.		They believe themselves to be a goddess.	goddess?
1686995858459	2495290;2 AGMEs;target_only_gendered_pronoun;Positive 5;multi;target_only_gendered_noun+pronoun	Ő gondoskodik erről a gyermekről, mióta a szülei meghaltak.	She has taken care of this girl ever since her parents died.	He has taken care of this boy ever since his parents died.	They have taken care of this child ever since their parents died.	He has taken care of this girl ever since her parents died.|She has taken care of this boy ever since his parents died.|He has taken care of this child ever since their parents died.|They have taken care of this girl ever since her parents died.|They have taken care of this boy ever since his parents died.|She has taken care of this child ever since their parents died.	They have taken care of this child ever since their parents died.	
1686693532066	2496301;Negative 1A;source+target_gendered_noun+pronoun;0 AGMEs	A király pompás palotájáról volt híres.			The king was famous for his splendid palace.		The king was famous for their splendid palace.	
1686693551762	2507880;Positive 1;target_only_gendered_pronoun;1 AGME	Egy szót sem értettem abból, amit mondott.	I could not understand anything she said.	I could not understand anything he said.	I could not understand anything they said.		I could not understand anything they said.	
1686693832903	2512330;source+target_gendered_noun+pronoun;Negative 1A;0 AGMEs	A hírhedt grófnő tetszése szerint élt vissza előjogaival.			The notorious countess abused her privileges to her heart's content.		The notorious countess abused their privileges to their heart's content.	
1686693853872	2520096;Positive 1;target_only_gendered_pronoun;1 AGME	Nem akarom megmondani neki.	I don't want to tell her.	I don't want to tell him.	I don't want to tell them.		I don't want to tell them.	
